chr1	19974396	19974397	rs372271081	chr1	19974295	19974519	SRF	GM12878
chr1	63529092	63529093	rs17124480	chr1	63528993	63529462	CTCF	GM12878
chr10	6131041	6131042	rs140764661	chr10	6130508	6131090	ATF2	GM12878
chr10	6131041	6131042	rs140764661	chr10	6130527	6131157	STAT5A	GM12878
chr10	6131041	6131042	rs140764661	chr10	6130540	6131049	CTCF	GM12878
chr10	6131041	6131042	rs140764661	chr10	6130581	6131117	YY1	GM12878
chr10	6131041	6131042	rs140764661	chr10	6130593	6131109	PML	GM12878
chr10	6131041	6131042	rs140764661	chr10	6130607	6131052	TBL1XR1	GM12878
chr10	6131041	6131042	rs140764661	chr10	6130613	6131077	MAZ	GM12878
chr10	6131041	6131042	rs140764661	chr10	6130629	6131088	MXI1	GM12878
chr10	6131041	6131042	rs140764661	chr10	6130635	6131051	SP1	GM12878
chr10	6131041	6131042	rs140764661	chr10	6130640	6131060	BCLAF1	GM12878
chr10	6131041	6131042	rs140764661	chr10	6130646	6131390	POLR2A	GM12878
chr10	6131041	6131042	rs140764661	chr10	6130658	6131142	ATF3	GM12878
chr10	6131041	6131042	rs140764661	chr10	6130661	6131073	E2F4	GM12878
chr10	6131041	6131042	rs140764661	chr10	6130667	6131042	BHLHE40	GM12878
chr10	6131041	6131042	rs140764661	chr10	6130720	6131053	PAX5	GM12878
chr10	6131041	6131042	rs140764661	chr10	6130801	6131085	NRF1	GM12878
chr10	6131041	6131042	rs140764661	chr10	6130831	6131294	TAF1	GM12878
chr10	6131311	6131312	rs76943221	chr10	6130646	6131390	POLR2A	GM12878
chr10	6143567	6143568	rs3752987	chr10	6143106	6143596	POLR2A	GM12878
chr10	6143567	6143568	rs3752987	chr10	6143272	6143588	EBF1	GM12878
chr10	6165524	6165525	rs4750000	chr10	6165354	6165874	FOXM1	GM12878
chr10	6165524	6165525	rs4750000	chr10	6165495	6165735	SPI1	GM12878
chr10	24684053	24684054	rs16924724	chr10	24683793	24684163	EP300	GM12878
chr10	24684053	24684054	rs16924724	chr10	24683800	24684130	BHLHE40	GM12878
chr10	24684053	24684054	rs16924724	chr10	24683812	24684202	EBF1	GM12878
chr10	24684053	24684054	rs16924724	chr10	24683821	24684131	PAX5	GM12878
chr10	99258222	99258223	rs3750558	chr10	99257368	99258270	MYC	GM12878
chr10	99258222	99258223	rs3750558	chr10	99257371	99259028	POLR2A	GM12878
chr10	99258222	99258223	rs3750558	chr10	99257526	99258298	CHD1	GM12878
chr10	99258222	99258223	rs3750558	chr10	99257565	99258284	ATF2	GM12878
chr10	99258222	99258223	rs3750558	chr10	99257577	99258237	MTA3	GM12878
chr10	99258222	99258223	rs3750558	chr10	99257600	99258324	RELA	GM12878
chr10	99258222	99258223	rs3750558	chr10	99257834	99258350	PML	GM12878
chr10	99258222	99258223	rs3750558	chr10	99257919	99258310	YY1	GM12878
chr10	99258222	99258223	rs3750558	chr10	99257936	99258310	TAF1	GM12878
chr10	99258222	99258223	rs3750558	chr10	99257979	99258289	POU2F2	GM12878
chr10	99258222	99258223	rs3750558	chr10	99258021	99258261	EGR1	GM12878
chr10	99258222	99258223	rs3750558	chr10	99258031	99258678	MAX	GM12878
chr10	99258222	99258223	rs3750558	chr10	99258042	99258306	PAX5	GM12878
chr10	99258222	99258223	rs3750558	chr10	99258053	99258356	NRF1	GM12878
chr10	99258222	99258223	rs3750558	chr10	99258084	99258414	BHLHE40	GM12878
chr10	99258222	99258223	rs3750558	chr10	99258105	99258635	USF2	GM12878
chr10	99258222	99258223	rs3750558	chr10	99258116	99258361	ATF3	GM12878
chr10	99258222	99258223	rs3750558	chr10	99258125	99258630	USF1	GM12878
chr10	99258222	99258223	rs3750558	chr10	99258127	99258696	SP1	GM12878
chr10	99258222	99258223	rs3750558	chr10	99258196	99258512	EBF1	GM12878
chr10	99258222	99258223	rs3750558	chr10	99258216	99258540	ZEB1	GM12878
chr10	134095965	134095966	rs115611278	chr10	134095822	134096146	ZEB1	GM12878
chr13	37424982	37424983	rs535884	chr13	37424890	37425357	CTCF	GM12878
chr13	37425149	37425150	rs624770	chr13	37424890	37425357	CTCF	GM12878
chr13	37425149	37425150	rs624770	chr13	37425017	37425273	RAD21	GM12878
chr13	37432357	37432358	rs36028156	chr13	37432311	37432751	CTCF	GM12878
chr13	49549910	49549911	rs114162077	chr13	49549146	49549942	CTCF	GM12878
chr13	49549910	49549911	rs114162077	chr13	49549200	49551261	POLR2A	GM12878
chr13	49549910	49549911	rs114162077	chr13	49549606	49550807	MYC	GM12878
chr13	49549910	49549911	rs114162077	chr13	49549699	49549996	ELF1	GM12878
chr13	49549910	49549911	rs114162077	chr13	49549760	49550091	PAX5	GM12878
chr13	49549910	49549911	rs114162077	chr13	49549798	49551030	TAF1	GM12878
chr13	49549910	49549911	rs114162077	chr13	49549824	49550360	YY1	GM12878
chr13	49549910	49549911	rs114162077	chr13	49549886	49551088	TBP	GM12878
chr13	49549910	49549911	rs114162077	chr13	49549886	49550570	PML	GM12878
chr13	49549910	49549911	rs114162077	chr13	49549891	49550152	NRF1	GM12878
chr13	49657826	49657827	rs7332434	chr13	49657217	49657847	STAT5A	GM12878
chr13	111659798	111659799	rs35678043	chr13	111659596	111659822	SPI1	GM12878
chr13	111686284	111686285	rs34061305	chr13	111686020	111686444	CTCF	GM12878
chr13	111700105	111700106	rs9559946	chr13	111699863	111700193	IRF4	GM12878
chr13	111700105	111700106	rs9559946	chr13	111699882	111700118	BATF	GM12878
chr13	111703784	111703785	rs12427976	chr13	111703314	111703910	NFATC1	GM12878
chr14	56003089	56003090	rs12890794	chr14	56002862	56003232	RUNX3	GM12878
chr14	56168498	56168499	rs12895072	chr14	56168153	56168533	TBP	GM12878
chr14	56168498	56168499	rs12895072	chr14	56168392	56168746	POU2F2	GM12878
chr14	56168498	56168499	rs12895072	chr14	56168396	56168731	PAX5	GM12878
chr14	56168498	56168499	rs12895072	chr14	56168404	56168724	SP1	GM12878
chr14	56168498	56168499	rs12895072	chr14	56168425	56168777	YY1	GM12878
chr14	56168498	56168499	rs12895072	chr14	56168441	56168721	BCL11A	GM12878
chr14	56168498	56168499	rs12895072	chr14	56168444	56168711	RUNX3	GM12878
chr17	54864523	54864524	rs117131729	chr17	54864261	54864857	NFATC1	GM12878
chr17	54864523	54864524	rs117131729	chr17	54864268	54864864	NFIC	GM12878
chr17	54864523	54864524	rs117131729	chr17	54864324	54864844	EP300	GM12878
chr17	54864523	54864524	rs117131729	chr17	54864329	54864849	FOXM1	GM12878
chr17	54864523	54864524	rs117131729	chr17	54864333	54864853	ATF2	GM12878
chr17	54864523	54864524	rs117131729	chr17	54864453	54864733	BCL11A	GM12878
